"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
2.395725027E2	9.466684423E-3	-2.759546041E-3	4.179000854E-3	1.070968050E-2
2.395775265E2	-4.816643894E-3	-7.463753223E-3	4.142761230E-3	9.801537695E-3
2.395825503E2	4.667484201E-3	6.822675467E-3	-5.392074585E-3	9.869588523E-3
2.395875741E2	9.375617839E-3	1.148799062E-2	-5.346298218E-3	1.576258364E-2
2.395925979E2	4.489792511E-3	-7.588058710E-3	-5.512237549E-4	8.834065848E-3
2.395976217E2	-5.053689703E-3	-7.553696632E-3	-1.004791260E-2	1.354838219E-2
2.396026455E2	-5.015578121E-3	-7.466971874E-3	9.038925171E-3	1.275201400E-2
2.396076693E2	-2.267519012E-4	2.121090889E-3	1.371383667E-2	1.387875208E-2
2.396126931E2	-2.815257758E-4	-7.480174303E-3	-5.402565002E-3	9.231466458E-3
2.396177170E2	-5.032802001E-3	-7.394105196E-3	-2.436256409E-2	2.595258015E-2
2.396227408E2	-2.438323572E-4	-2.557694912E-3	-5.156517029E-3	5.761156598E-3
2.396277645E2	-9.695209563E-3	-7.263600826E-3	1.389026642E-2	1.843085691E-2
2.396327883E2	-1.163538545E-4	-2.428263426E-3	-5.230903625E-3	5.768219329E-3
2.396378120E2	-4.924489185E-3	-2.331554890E-3	-5.188941956E-3	7.524085363E-3
2.396428358E2	4.614610225E-3	2.410024405E-3	-3.938674927E-4	5.220917234E-3
2.396478595E2	-1.262212172E-4	2.361059189E-3	-9.892463684E-3	1.017110466E-2
2.396528833E2	-4.881614819E-3	-2.385795116E-3	-3.080368042E-4	5.442156581E-3
2.396579070E2	-9.595969692E-3	-2.342134714E-3	-3.061294556E-4	9.882405810E-3
2.396629308E2	-9.468758479E-3	-2.298802137E-3	-5.055427551E-3	1.097721395E-2
2.396679545E2	1.608682796E-4	-7.059514523E-3	-1.926517487E-2	2.051851814E-2
2.396729783E2	1.541152596E-4	2.472519875E-3	-9.918212891E-5	2.479302954E-3
2.396780020E2	-9.301989339E-3	2.528369427E-3	2.365493774E-2	2.554360463E-2
2.396830258E2	-4.530101083E-3	-2.272605896E-3	-1.930046082E-2	1.995480747E-2
2.396880495E2	-4.496351816E-3	2.521157265E-3	-9.638786316E-3	1.093067314E-2
2.396930733E2	5.040591583E-3	1.197329164E-2	4.695892334E-3	1.381371351E-2
2.396980970E2	-4.454823211E-3	-7.159471512E-3	-9.594917297E-3	1.277364162E-2
2.397031208E2	3.279196098E-4	2.426058054E-3	-1.426601410E-2	1.447454480E-2
2.397081445E2	3.211852163E-4	2.376973629E-3	4.857063293E-3	5.417031236E-3
2.397131683E2	3.145067021E-4	-7.173746824E-3	4.817962646E-3	8.647214698E-3
2.397181920E2	2.552270889E-4	1.186126471E-2	-2.372741699E-2	2.652819365E-2
2.397232158E2	9.805230424E-3	6.982445717E-3	-1.877784729E-2	2.230481205E-2
2.397282395E2	-4.482337274E-3	-2.606660128E-3	9.885787964E-3	1.116310119E-2
2.397332633E2	2.479786053E-4	2.137243748E-3	9.804725647E-3	1.003802517E-2
2.397382870E2	5.044185556E-3	-7.411450148E-3	1.447486877E-2	1.702630985E-2
2.397433108E2	-4.503916018E-3	2.123475075E-3	4.852294922E-3	6.952637765E-3
2.397483345E2	9.782711975E-3	2.129584551E-3	-1.894378662E-2	2.142670379E-2
2.397533583E2	1.937104389E-4	-7.313758135E-3	-9.285926819E-3	1.182188727E-2
2.397583820E2	4.991781898E-3	6.971389055E-3	9.797096252E-3	1.301926445E-2
2.397634058E2	4.944769666E-3	-7.368624210E-3	4.964828491E-3	1.016842622E-2
2.397684295E2	9.446125478E-5	1.177334785E-2	-9.331703186E-3	1.502335938E-2
2.397734533E2	1.434135810E-2	1.164638996E-2	-9.252548218E-3	2.066210540E-2
2.397784770E2	1.740176231E-5	6.769418716E-3	9.829521179E-3	1.193502489E-2
2.397835008E2	4.816942848E-3	2.038389444E-3	4.994392395E-3	7.232007005E-3
2.397885245E2	-4.729265347E-3	-2.705842257E-3	2.012252808E-4	5.452341209E-3
2.397935483E2	4.808207974E-3	1.986205578E-3	-4.549980164E-3	6.911309283E-3
2.397985720E2	4.711481743E-3	1.149553061E-2	-1.401519775E-2	1.872888283E-2
2.398035958E2	-4.835260101E-3	6.672531366E-3	-4.397392273E-3	9.340207379E-3
2.398086195E2	-4.934892058E-5	1.837044954E-3	9.893417358E-3	1.006264759E-2
2.398136433E2	4.698093981E-3	-2.958178520E-3	9.812355042E-3	1.127409503E-2
2.398186670E2	4.654942080E-3	-2.909749746E-3	4.978179932E-3	7.410627827E-3
2.398236908E2	4.612148739E-3	-2.914369106E-3	-4.564285278E-3	7.113238600E-3
2.398287146E2	4.622368142E-3	1.608517766E-2	4.976272583E-3	1.746031261E-2
2.398337384E2	-1.726001501E-4	1.721858978E-3	-9.319305420E-3	9.478609743E-3
2.398387622E2	-4.927610047E-3	6.482392550E-3	-1.399326324E-2	1.618994040E-2
2.398437860E2	1.411216799E-2	-1.249927282E-2	5.125045776E-3	1.953589519E-2
2.398488098E2	-3.151884302E-4	1.133117080E-2	3.328323364E-4	1.134043883E-2
2.398538336E2	-3.165630624E-4	-3.097891808E-3	-1.392078400E-2	1.426482993E-2
2.398588574E2	-5.016303621E-3	-3.048270941E-3	1.469993591E-2	1.582856196E-2
2.398638812E2	4.576218314E-3	1.699298620E-3	1.932907104E-2	1.993595690E-2
2.398689050E2	-4.966567270E-3	-1.259687543E-2	9.667396545E-3	1.663750633E-2
2.398739288E2	-4.929180257E-3	-2.966076136E-3	8.392333984E-5	5.753387591E-3
2.398789526E2	-4.839448258E-3	1.833468676E-3	-4.669189453E-3	6.970164774E-3
2.398839764E2	-4.804534838E-3	1.789331436E-3	-4.629135132E-3	6.907543273E-3
2.398890002E2	-4.715842195E-3	-2.952814102E-3	-4.591941833E-3	7.214167210E-3
2.398940240E2	-9.484233335E-3	1.793950796E-3	9.700775146E-3	1.368480836E-2
2.398990478E2	-4.659580998E-3	6.553858519E-3	2.387237549E-2	2.519037650E-2
2.399040716E2	1.262808219E-4	1.666665077E-3	-9.582519531E-3	9.727198975E-3
2.399090954E2	-9.432080202E-3	1.623839140E-3	-4.750251770E-3	1.068484358E-2
2.399141192E2	-4.605033435E-3	-7.867991924E-3	9.541511536E-3	1.319666898E-2
2.399191430E2	-4.570659250E-3	-3.080278635E-3	-9.541511536E-3	1.101905100E-2
2.399241668E2	-4.589228891E-3	-7.834494114E-3	4.196166992E-5	9.079762145E-3
2.399291906E2	4.894420505E-3	1.120603085E-2	9.544372559E-3	1.551210904E-2
2.399342144E2	-1.415449660E-2	1.634359360E-3	4.712104797E-3	1.500749267E-2
2.399392382E2	-1.404054370E-2	6.342887878E-3	-4.827499390E-3	1.614539700E-2
2.399442620E2	-4.425475374E-3	-3.240913153E-3	-9.537696838E-3	1.100254567E-2
2.399492858E2	5.056810565E-3	-7.941126823E-3	1.429653168E-2	1.711793347E-2
2.399543096E2	2.582203597E-4	6.349295378E-3	-4.825592041E-3	7.979133292E-3
2.399593334E2	5.001684651E-3	1.516491175E-3	-1.428604126E-2	1.521208630E-2
2.399643572E2	-4.493406042E-3	1.527637243E-3	4.835128784E-3	6.775163745E-3
2.399693810E2	3.437278792E-4	-3.212332726E-3	-4.708290100E-3	5.710098603E-3
2.399744048E2	3.368621692E-4	1.589268446E-3	-4.670143127E-3	4.944642267E-3
2.399794286E2	5.081086420E-3	-3.203898668E-3	4.871368408E-3	7.733862945E-3
2.399844524E2	2.310536802E-4	1.104703546E-2	4.831314087E-3	1.205951798E-2
2.399894762E2	-4.473248497E-3	1.476705074E-3	-1.421356201E-2	1.497384236E-2
2.399945000E2	-4.441387951E-3	-3.315478563E-3	-9.344100952E-3	1.086418647E-2
2.399995238E2	1.459716912E-2	6.185293198E-3	9.738922119E-3	1.860596147E-2
2.400045476E2	1.657698303E-4	-3.344535828E-3	4.905700684E-3	5.939637930E-3
2.400095714E2	4.911419936E-3	6.209194660E-3	4.863739014E-3	9.291506945E-3
2.400145952E2	1.140404493E-4	1.324892044E-3	9.576797485E-3	9.668681101E-3
2.400196190E2	-4.696018063E-3	-3.413379192E-3	-4.756927490E-3	7.505471491E-3
2.400246428E2	4.893836565E-3	-3.361135721E-3	9.534835815E-3	1.123209525E-2
2.400296666E2	4.849053919E-3	-3.309339285E-3	1.420593262E-2	1.537119293E-2
2.400346904E2	1.425405126E-2	-3.310650587E-3	1.883888245E-2	2.385459864E-2
2.400397142E2	9.434306994E-3	1.104640961E-2	-9.825706482E-3	1.753778269E-2
2.400447380E2	4.600653425E-3	1.476079226E-3	-2.422332764E-4	4.837716277E-3
2.400497618E2	4.558312707E-3	-8.014470339E-3	9.260177612E-3	1.306754908E-2
2.400547856E2	4.516324960E-3	-7.976561785E-3	9.183883667E-3	1.297560975E-2
2.400598095E2	4.419197328E-3	-3.187865019E-3	-5.145072937E-3	7.494235380E-3
2.400648333E2	-4.267385229E-4	-3.137439489E-3	-3.519058228E-4	3.185823288E-3
2.400698571E2	-4.271846265E-4	-7.891178131E-3	-9.850502014E-3	1.262875960E-2
2.400748809E2	-9.931105189E-3	-3.050565720E-3	-2.670288086E-4	1.039250239E-2
2.400799047E2	-3.502825275E-4	-7.805019617E-3	1.398944855E-2	1.602328617E-2
2.400849285E2	-3.513656557E-4	-3.017842770E-3	9.122848511E-3	9.615466591E-3
2.400899523E2	9.095550515E-3	6.533235312E-3	-4.558563232E-4	1.120803318E-2
2.400949761E2	-5.403868854E-4	-3.052085638E-3	-1.470375061E-2	1.502689345E-2
2.400999999E2	-4.872260615E-4	-3.002852201E-3	-3.290176392E-4	3.059863263E-3
2.401050237E2	-1.474026497E-2	6.600677967E-3	-3.280639648E-4	1.615400839E-2
2.401100475E2	4.435358569E-3	-1.248732209E-2	-5.075454712E-3	1.419034387E-2
2.401150713E2	-5.160328932E-3	1.893609762E-3	1.397037506E-2	1.501286555E-2
2.401200951E2	-5.070081912E-3	-2.902030945E-3	9.103775024E-3	1.081694198E-2
2.401251189E2	-9.782866575E-3	6.595343351E-3	-9.975433350E-3	1.545031724E-2
2.401301427E2	-5.006970838E-3	-2.937912941E-3	-3.910064697E-4	5.818416922E-3
2.401351665E2	4.532816820E-3	-2.889633179E-3	1.386451721E-2	1.487014612E-2
2.401401902E2	-1.451308932E-2	-7.698088884E-3	1.375102997E-2	2.142384558E-2
2.401452140E2	-4.841424525E-3	6.642937660E-3	-1.012039185E-2	1.303803449E-2
2.401502377E2	-5.404837430E-5	-2.943366766E-3	-5.283355713E-3	6.048154821E-3
2.401552615E2	-1.431069709E-2	-2.947717905E-3	4.262924194E-3	1.522030272E-2
2.401602852E2	5.623977631E-5	-2.952009439E-3	4.228591919E-3	5.157374551E-3
2.401653090E2	5.318410695E-5	-2.956330776E-3	2.319908142E-2	2.338675050E-2
2.401703327E2	-1.420435775E-2	1.790463924E-3	8.753776550E-3	1.678088627E-2
2.401753565E2	-1.414265018E-2	6.497710943E-3	-2.457523346E-2	2.908911998E-2
2.401803802E2	-9.277763776E-3	6.467342377E-3	-1.486873627E-2	1.868107963E-2
2.401854040E2	3.502732143E-4	-3.064841032E-3	1.851081848E-2	1.876609556E-2
2.401904277E2	3.945985809E-4	1.735568047E-3	8.853912354E-3	9.031039168E-3
2.401954515E2	-4.363724031E-3	6.443262100E-3	-1.497364044E-2	1.687505917E-2
2.402004752E2	-9.135053493E-3	-3.141373396E-3	-5.950927734E-4	9.678407128E-3
2.402054990E2	-9.062930010E-3	1.659631729E-3	4.158973694E-3	1.010881497E-2
2.402105227E2	4.579974338E-4	-7.885128260E-3	-1.012802124E-2	1.284374648E-2
2.402155465E2	4.501789808E-4	1.653760672E-3	1.371288300E-2	1.381957834E-2
2.402205702E2	4.950864241E-4	6.362140179E-3	1.834964752E-2	1.942759641E-2
2.402255940E2	-9.069181979E-3	1.529246569E-3	-8.058547974E-4	9.232445981E-3
2.402306177E2	-4.246574827E-3	-7.961750031E-3	-1.980400085E-2	2.176284244E-2
2.402356415E2	5.286876112E-3	1.525104046E-3	8.869171143E-3	1.043739422E-2
2.402406652E2	4.863683134E-4	6.287246943E-3	4.042625427E-3	7.490583996E-3
2.402456890E2	4.783133045E-4	-1.279813051E-2	1.351261139E-2	1.861750775E-2
2.402507127E2	4.703253508E-4	6.283760071E-3	-8.516311646E-4	6.358625811E-3
2.402557365E2	5.212021060E-3	6.255209446E-3	-8.459091187E-4	8.185864095E-3
2.402607602E2	-4.337479360E-3	1.423180103E-3	-5.589485168E-3	7.216752265E-3
2.402657840E2	3.930367529E-4	-3.368586302E-3	-5.541801453E-3	6.497185152E-3
2.402708077E2	1.464027353E-2	6.132632494E-3	1.350975037E-2	2.084370757E-2
2.402758315E2	3.124158829E-4	1.301646233E-3	3.895759583E-3	4.119323892E-3
2.402808552E2	5.004181527E-3	1.261919737E-3	-1.513957977E-2	1.599503516E-2
2.402858790E2	9.656850249E-3	6.026238203E-3	3.989219666E-3	1.206168219E-2
2.402909027E2	9.572374634E-3	-3.554940224E-3	3.956794739E-3	1.095098994E-2
2.402959265E2	4.737570882E-3	-3.501534462E-3	-8.277893066E-4	5.948996267E-3
2.403009502E2	4.694089293E-3	-3.501236439E-3	1.343345642E-2	1.465438099E-2
2.403059740E2	4.650969990E-3	-3.448277712E-3	1.807117462E-2	1.897602417E-2
2.403109977E2	4.555547610E-3	1.355290413E-3	-1.533699036E-2	1.605655939E-2
2.403160215E2	9.318694472E-3	6.066113710E-3	-5.706787109E-3	1.249812871E-2
2.403210452E2	-2.123666927E-4	1.288324594E-3	2.284622192E-2	2.288350358E-2
2.403260690E2	9.234803729E-3	1.301378012E-3	1.315307617E-2	1.612385182E-2
2.403310927E2	-3.482196480E-4	1.261651516E-3	-1.071166992E-2	1.079133421E-2
2.403361165E2	-5.101769231E-3	-3.476053476E-3	3.629684448E-3	7.161396948E-3
2.403411403E2	-9.815705009E-3	6.131500006E-3	-5.904197693E-3	1.299241731E-2
2.403461641E2	-2.358444035E-4	-8.254230022E-3	-1.101493835E-3	8.330739734E-3
2.403511879E2	4.460488446E-3	1.340389252E-3	-1.092910767E-3	4.784041646E-3
2.403562117E2	4.473395646E-3	6.103992462E-3	2.266979218E-2	2.389957050E-2
2.403612355E2	-5.017285235E-3	-3.530502319E-3	-1.552486420E-2	1.669308258E-2
2.403662593E2	-2.284441143E-4	6.024777889E-3	-1.539611816E-2	1.653452720E-2
2.403712831E2	-4.981574602E-3	-3.503710032E-3	3.734588623E-3	7.144173968E-3
2.403763069E2	-9.749175049E-3	1.300364733E-3	8.454322815E-3	1.296969301E-2
2.403813307E2	-4.920901731E-3	-8.241385221E-3	8.384704590E-3	1.274515497E-2
2.403863545E2	-1.328634098E-4	1.353114843E-3	-1.188278198E-3	1.805706937E-3
2.403913783E2	-4.835544154E-3	1.313030720E-3	-5.928993225E-3	7.762699118E-3
2.403964021E2	-4.963390529E-5	1.273244619E-3	-1.537990570E-2	1.543259909E-2
2.404014259E2	-4.909579642E-3	-8.162945509E-3	-1.000404358E-3	9.578019656E-3
2.404064497E2	9.379012510E-3	1.430988312E-3	8.508682251E-3	1.274406830E-2
2.404114735E2	-2.052122727E-4	-3.360837698E-3	-1.063346863E-3	3.531012413E-3
2.404164973E2	4.490866326E-3	-3.361701965E-3	-2.005767822E-2	2.082737084E-2
2.404215211E2	-5.052624270E-3	-3.309905529E-3	3.863334656E-3	7.170065641E-3
2.404265449E2	-4.961858504E-3	-3.258526325E-3	-9.202957153E-4	6.007077311E-3
2.404315687E2	-2.261409536E-4	-3.260254860E-3	-9.117126465E-4	3.392878046E-3
2.404365925E2	-5.031951703E-3	6.292790174E-3	-5.656242371E-3	9.844431110E-3
2.404416163E2	-2.444041893E-4	-8.041560650E-3	8.645057678E-3	1.180946457E-2
2.404466401E2	4.609988071E-3	-3.199756145E-3	-1.993370056E-2	2.070852113E-2
2.404516639E2	-2.375394106E-4	6.352841854E-3	-5.515098572E-3	8.416135506E-3
2.404566877E2	-4.990594462E-3	1.572668552E-3	1.353454590E-2	1.451079778E-2
2.404617115E2	-2.033915371E-4	-3.167629242E-3	3.917694092E-3	5.042179105E-3
2.404667353E2	-9.707762860E-3	1.633584499E-3	-5.618095398E-3	1.133456016E-2
2.404717591E2	-1.288019121E-4	-3.159940243E-3	-8.192062378E-4	3.266942168E-3
2.404767829E2	-8.048489690E-5	-3.109753132E-3	-1.506614685E-2	1.538394693E-2
2.404818067E2	-4.782186821E-3	-3.112703562E-3	4.063606262E-3	7.005078880E-3
2.404868305E2	9.506760165E-3	-3.062963486E-3	1.828193665E-2	2.083241325E-2
2.404918543E2	4.672503099E-3	-7.817327976E-3	3.877639771E-3	9.898433820E-3
2.404968781E2	-1.741303131E-4	6.472021341E-3	-1.040649414E-2	1.225612100E-2
2.405019020E2	4.574351013E-3	-3.060191870E-3	-1.982212067E-2	2.057196950E-2
2.405069258E2	-1.661423594E-4	-3.010898829E-3	8.848190308E-3	9.347918846E-3
2.405119496E2	-4.867130890E-3	-2.962023020E-3	4.022598267E-3	6.974513624E-3
2.405169734E2	-4.830573685E-3	1.784831285E-3	3.990173340E-3	6.514717809E-3
2.405219972E2	-4.328787327E-5	1.793742180E-3	3.955841064E-3	4.343738410E-3
2.405270210E2	-9.959004819E-5	1.749932766E-3	-1.032924652E-2	1.047690396E-2
2.405320448E2	-1.027621329E-4	-7.795572281E-3	-1.024246216E-2	1.287204484E-2
2.405370686E2	-1.073228195E-4	6.546288729E-3	4.095077515E-3	7.722374904E-3
2.405420924E2	9.391634725E-3	-7.737547159E-3	1.831340790E-2	2.198757257E-2
2.405471162E2	-4.943728447E-3	-7.754594088E-3	3.910064697E-3	9.993136963E-3
2.405521400E2	-9.657564573E-3	-2.967834473E-3	-1.987648010E-2	2.229688445E-2
2.405571638E2	1.412000135E-2	-2.866655588E-3	-7.085800171E-4	1.442547184E-2
2.405621876E2	-2.547660843E-4	1.932054758E-3	-5.455017090E-3	5.792663705E-3
2.405672114E2	4.492973909E-3	-2.811223269E-3	4.091262817E-3	6.695388133E-3
2.405722352E2	4.450116307E-3	1.881748438E-3	-6.914138794E-4	4.880836555E-3
2.405772590E2	-9.791406803E-3	6.640881300E-3	-5.437850952E-3	1.302087457E-2
2.405822828E2	-4.962781444E-3	-2.892732620E-3	-1.489543915E-2	1.596468631E-2
2.405873066E2	-1.743948087E-4	1.906216145E-3	-5.187988281E-4	1.983236184E-3
2.405923304E2	4.625335336E-3	1.914173365E-3	1.848793030E-2	1.915362507E-2
2.405973542E2	-2.209050581E-4	-7.580041885E-3	4.079818726E-3	8.611083257E-3
2.406023780E2	-4.975512624E-3	-2.794682980E-3	-1.495647430E-2	1.600818861E-2
2.406074018E2	4.564012401E-3	-2.800256014E-3	-1.008033752E-2	1.141423881E-2
2.406124256E2	9.325669147E-3	-2.753138542E-3	4.255294800E-3	1.061392532E-2
2.406174494E2	4.492919892E-3	-7.457405329E-3	-5.311965942E-4	8.722464859E-3
2.406224732E2	4.398816265E-3	-2.620458603E-3	-5.273818970E-4	5.147282729E-3
2.406274970E2	-3.928756341E-4	-2.574831247E-3	8.977890015E-3	9.348080890E-3
2.406325208E2	-4.476765171E-4	2.274155617E-3	-5.352020264E-3	5.832351064E-3
2.406375446E2	4.355744459E-3	-2.577364445E-3	-2.431011200E-2	2.483136852E-2
2.406425684E2	4.314031452E-3	-2.584695816E-3	9.150505066E-3	1.044142054E-2
2.406475922E2	-5.175326951E-3	-2.592027187E-3	-5.177497864E-3	7.765893259E-3
2.406526160E2	-5.136202089E-3	6.902784109E-3	-9.884834290E-3	1.310492080E-2
2.406576397E2	-9.848434478E-3	-2.685695887E-3	-5.050659180E-3	1.138919585E-2
2.406626635E2	-3.223717213E-4	-2.692133188E-3	-9.758949280E-3	1.012860285E-2
2.406676872E2	-5.022062920E-3	2.157777548E-3	-9.679794312E-3	1.111645347E-2
2.406727110E2	-2.858396620E-4	2.110928297E-3	4.654884338E-3	5.119147467E-3
2.406777347E2	-2.348022535E-4	-2.633899450E-3	1.411819458E-2	1.436370344E-2
2.406827585E2	-9.738911875E-3	2.162873745E-3	-5.004882812E-3	1.116124004E-2
2.406877822E2	-1.441278867E-2	-7.386058569E-3	-1.921558380E-2	2.513008156E-2
2.406928060E2	-9.492994286E-3	-2.549707890E-3	4.698753357E-3	1.089478012E-2
2.406978297E2	4.835209809E-3	2.193689346E-3	-8.964538574E-5	5.310326086E-3
2.407028535E2	-9.514840320E-3	2.199202776E-3	-4.840850830E-3	1.089965669E-2
2.407078772E2	-4.689931870E-3	6.955742836E-3	-4.801750183E-3	9.666158708E-3
2.407129010E2	-4.654850811E-3	-7.384181023E-3	-9.536743164E-6	8.728909233E-3
2.407179247E2	-9.371094406E-3	2.203196287E-3	-9.512901306E-3	1.353391205E-2
2.407229485E2	-9.297003970E-3	-7.293403149E-3	4.818916321E-3	1.276126823E-2
2.407279722E2	2.258773893E-4	2.240538597E-3	9.531021118E-3	9.793436443E-3
2.407329960E2	-4.479794763E-3	6.996721029E-3	-5.149841309E-5	8.308147710E-3
2.407380197E2	-4.393807612E-3	6.962209940E-3	-1.905632019E-2	2.075864282E-2
2.407430435E2	-4.361194558E-3	2.124279737E-3	1.077651978E-4	4.852236156E-3
2.407480672E2	5.225867964E-3	6.881415844E-3	1.058578491E-4	8.641457393E-3
2.407530910E2	-9.074780159E-3	-2.706885338E-3	1.058578491E-4	9.470484098E-3
2.407581147E2	-4.304782487E-3	2.143144608E-3	-4.648208618E-3	6.688053860E-3
2.407631385E2	-4.221667536E-3	-2.601921558E-3	1.411437988E-4	4.961088001E-3
2.407681622E2	-4.190488718E-3	6.945639849E-3	-4.611968994E-3	9.331257504E-3
2.407731860E2	-4.213637672E-3	6.858915091E-3	-9.324073792E-3	1.231819024E-2
2.407782097E2	1.007057168E-2	6.825536489E-3	5.005836487E-3	1.315533204E-2
2.407832335E2	1.003530342E-2	2.041399479E-3	-9.289741516E-3	1.382656588E-2
2.407882572E2	9.947674349E-3	-2.755522728E-3	5.042076111E-3	1.148789197E-2
2.407932810E2	5.109743215E-3	6.793290377E-3	4.999160767E-3	9.861535288E-3
2.407983047E2	5.010504276E-3	-2.741605043E-3	2.059936523E-4	5.715241438E-3
2.408033285E2	-4.591385834E-3	1.950770617E-3	-4.545211792E-3	6.748724332E-3
2.408083522E2	4.944939166E-3	-7.543742657E-3	4.993438721E-3	1.030994214E-2
2.408133760E2	2.013519406E-4	2.044945955E-3	1.920413971E-2	1.931376008E-2
2.408183997E2	9.696324356E-3	-2.699315548E-3	4.790306091E-3	1.114684004E-2
2.408234235E2	-4.588921554E-3	-2.758353949E-3	-9.500503540E-3	1.090533287E-2
2.408284472E2	9.698415175E-3	6.790488958E-3	8.010864258E-5	1.183961210E-2
2.408334710E2	9.613593109E-3	-2.744376659E-3	9.580612183E-3	1.384705404E-2
2.408384947E2	9.529477917E-3	-7.448732853E-3	-9.504318237E-3	1.538267323E-2
2.408435185E2	4.695031792E-3	-2.611875534E-3	7.629394531E-5	5.373177654E-3
2.408485422E2	4.704561085E-3	-2.618998289E-3	4.826545715E-3	7.231015875E-3
2.408535660E2	-4.788053222E-3	6.876021624E-3	-9.466171265E-3	1.264173744E-2
2.408585898E2	4.748498090E-3	6.789863110E-3	4.866600037E-3	9.609072331E-3
2.408636136E2	4.704925232E-3	-1.224705577E-2	1.907825470E-2	2.315397372E-2
2.408686374E2	9.412747808E-3	-7.370173931E-3	1.891803741E-2	2.237881643E-2
2.408736612E2	9.277647361E-3	-2.639293671E-3	-9.743690491E-3	1.371058409E-2
2.408786850E2	-2.530748025E-4	2.157539129E-3	4.590034485E-3	5.078133370E-3
2.408837088E2	4.548722878E-3	2.163350582E-3	-4.950523376E-3	7.062481665E-3
2.408887326E2	-2.442179248E-4	1.647487283E-2	-1.602172852E-4	1.647746178E-2
2.408937564E2	-1.935269684E-4	-2.695441246E-3	9.344100952E-3	9.727028262E-3
2.408987802E2	4.556529224E-3	2.049118280E-3	4.515647888E-3	6.734383427E-3
2.409038040E2	-9.791200049E-3	2.055823803E-3	-5.024909973E-3	1.119570141E-2
2.409088278E2	-2.115443349E-4	-7.386922836E-3	-9.736061096E-3	1.222302195E-2
2.409138516E2	9.340939112E-3	2.147793770E-3	1.410198212E-2	1.705086688E-2
2.409188754E2	-9.797692299E-3	-2.597361803E-3	4.481315613E-3	1.108256524E-2
2.409238992E2	-2.179825678E-4	2.199113369E-3	-9.810447693E-3	1.005626670E-2
2.409289230E2	-2.714144066E-4	2.204507589E-3	9.274482727E-3	9.536747315E-3
2.409339468E2	4.530536942E-3	6.908297539E-3	4.446983337E-3	9.382217258E-3
2.409389706E2	-5.013285205E-3	2.070814371E-3	-3.395080566E-4	5.434755415E-3
2.409439945E2	-2.244785428E-4	-7.424682379E-3	9.163856506E-3	1.179629455E-2
2.409490183E2	9.274042211E-3	2.163082361E-3	2.333927155E-2	2.520730808E-2
2.409540421E2	9.194169194E-3	2.116113901E-3	-5.360603333E-3	1.085111761E-2
2.409590659E2	-3.899289295E-4	6.820708513E-3	-1.956844330E-2	2.072674799E-2
2.409640897E2	-9.892746806E-3	-2.714425325E-3	4.348754883E-3	1.114209196E-2
2.409691135E2	-3.122454509E-4	2.135664225E-3	2.331542969E-2	2.341511948E-2
2.409741373E2	-3.136461601E-4	-2.662032843E-3	4.117965698E-3	4.913495117E-3
2.409791611E2	-3.691082820E-4	2.082377672E-3	-6.656646729E-4	2.217125876E-3
2.409841849E2	-5.121067166E-3	1.159089804E-2	-6.608963013E-4	1.268901218E-2
2.409892087E2	4.419670440E-3	-2.735018730E-3	4.094123840E-3	6.616318030E-3
2.409942325E2	4.378837533E-3	-2.688437700E-3	-5.442619324E-3	7.484919540E-3
2.409992563E2	-5.165132694E-3	2.108842134E-3	2.310752869E-2	2.377148908E-2
2.410042801E2	-5.178754218E-3	6.813436747E-3	3.911972046E-3	9.409885272E-3
2.410093039E2	9.113497101E-3	6.727784872E-3	-1.512336731E-2	1.889537397E-2
2.410143277E2	4.282516427E-3	6.642848253E-3	-7.429122925E-4	7.938469534E-3
2.410193515E2	-4.555443302E-4	-7.694453001E-3	1.826763153E-2	1.982721588E-2
2.410243753E2	-9.957815520E-3	-2.908200026E-3	-8.869171143E-4	1.041164441E-2
2.410293991E2	4.321599379E-3	1.890867949E-3	3.870010376E-3	6.101523015E-3
2.410344229E2	4.282996990E-3	6.649881601E-3	8.587837219E-3	1.167544160E-2
2.410394467E2	-4.564812407E-4	-2.936422825E-3	-1.998901367E-2	2.020870163E-2
2.410444705E2	-5.207711831E-3	1.862883568E-3	-1.032161713E-2	1.171009726E-2
2.410494943E2	-4.713581875E-4	6.622254848E-3	8.768081665E-3	1.099798590E-2
2.410545181E2	-5.240933970E-4	-2.911210060E-3	1.344585419E-2	1.376738220E-2
2.410595419E2	8.925674483E-3	1.835227013E-3	-5.669593811E-3	1.073219536E-2
2.410645657E2	-7.074344903E-4	1.843720675E-3	-5.622863770E-3	5.959560928E-3
2.410695895E2	-7.069557905E-4	1.852214336E-3	-1.032829285E-2	1.051684922E-2
2.410746133E2	4.098627716E-3	-2.943128347E-3	-5.490303040E-3	7.456821112E-3
2.410796371E2	-7.432224229E-4	-1.244953275E-2	-1.019477844E-2	1.610828211E-2
2.410846609E2	3.957340494E-3	-2.872616053E-3	8.895874023E-3	1.015130737E-2
2.410896847E2	-8.833333850E-4	6.624519825E-3	-1.493167877E-2	1.635908224E-2
2.410947085E2	3.871058114E-3	1.789391041E-3	-1.480674744E-2	1.540865928E-2
2.410997323E2	-9.703096002E-4	-3.005385399E-3	4.321098328E-3	5.352170856E-3
